                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7975,                 4.5807,                 4.0817,                0.00048,                 0.1165,                0.00066,                0.00014,                 2.3548,                 4.7017,                 4.1084,             0.00026664,             0.00026664,             0.00026664
                      2,                 2.6161,                 3.9542,                 3.7763,                0.00044,                0.10776,                0.00057,                0.00013,                 2.2727,                 4.6462,                 4.0691,             0.00027492,             0.00027492,             0.00027492
